host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,review_duration,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,avg_price_per_bedroom,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time,neighbourhood_encoded
Zara Tower Hotel,2016-08-26,AU,1.0,0.99,0,25.0,1,1,2,1,1,1,1125,1,1,999,999,1,999,1,17,46,76,351,118,65,2,4.84,4.82,4.91,4.81,4.87,4.86,4.6,1,24,24,0,0,4.88,383.0,1.1423304668231153,706.0,1,1,1,0,1,1,1,1,138.02608522069195,3,6,4,4,32
Zara Tower Hotel,2016-08-26,AU,1.0,0.99,0,25.0,1,1,2,1,1,1,1125,1,1,999,999,1,999,1,17,46,76,351,1,1,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1,24,24,0,0,0.88,383.0,1.1423304668231153,0.0,1,1,1,0,1,1,1,1,138.02608522069195,3,6,4,4,32
Zara Tower Hotel,2016-08-26,AU,1.0,0.99,0,25.0,1,1,2,1,1,1,1125,1,1,999,999,1,999,1,17,46,76,351,2,2,0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,1,24,24,0,0,0.17,383.0,1.1423304668231153,122.0,1,1,1,0,1,1,1,1,138.02608522069195,3,6,4,4,32
Zara Tower Hotel,2016-08-26,AU,1.0,0.99,0,25.0,1,1,2,1,1,1,1125,1,1,999,999,1,999,1,19,49,79,354,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,24,24,0,0,0.1,328.0,1.1423304668231153,0.0,1,1,1,0,1,1,1,1,138.02608522069195,3,6,4,4,32
Kirsten,2019-11-13,"Balgowlah, New South Wales, Australia",1.0,0.99,0,0.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,0,0,11,70,45,23,6,4.67,4.71,4.67,4.8,4.76,4.96,4.67,1,1,1,0,0,1.89,150.0,18.116258032848414,708.0,1,1,0,1,1,1,1,1,157.98023595334942,4,6,4,4,34
Miller,2019-09-04,"Port Melbourne, Victoria, Australia",1.0,0.95,0,20.0,1,1,3,1,2,1,1125,1,4,1125,1125,3,1125,1,11,26,56,56,40,21,2,4.55,4.68,4.33,4.95,4.75,4.9,4.58,0,16,16,0,0,1.6,144.0,1.084678179199795,733.0,1,1,0,0,1,1,1,0,138.02608522069195,4,6,4,4,32
Yan,2019-11-14,AU,0.94,1.0,0,0.0,1,1,4,1,2,2,1125,2,5,1125,1125,2,1125,1,9,19,19,19,17,17,1,4.53,4.65,4.47,4.35,4.71,4.65,4.29,1,1,1,0,0,1.98,122.0,3.0284609591395135,239.0,0,1,0,0,1,1,1,1,153.45101102941177,4,6,4,4,23
Elodie,2016-12-25,"New South Wales, Australia",0.0,0.8164300559552359,0,2.0,1,1,2,6,6,100,365,100,100,1125,1125,100,1125,1,28,58,88,363,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,2,0,2,0,0.04,100.0,19.453291337980005,0.0,1,1,0,0,1,1,1,0,67.36219020959923,2,2,3,1,24
Sophie,2016-10-19,"New South Wales, Australia",1.0,0.8164300559552359,0,1.0,1,1,5,4,6,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.04,800.0,25.557320498961904,0.0,1,1,1,1,1,1,1,1,255.97059136060957,5,3,4,4,26
Apartments Plus,2018-11-21,AU,0.73,0.89,0,41.0,1,1,6,3,3,7,1125,7,7,1125,1125,7,1125,1,7,23,46,46,5,4,0,4.2,4.0,4.2,4.0,4.2,4.2,4.2,1,22,22,0,0,0.22,285.0,0.47962356140355866,426.0,1,1,0,1,1,1,1,1,138.02608522069195,4,3,4,2,32
Apartments Plus,2018-11-21,AU,0.73,0.89,0,41.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,0,0,30,30,3,0,0,4.67,5.0,4.67,5.0,5.0,5.0,4.33,1,22,22,0,0,0.13,150.0,0.6178136340625685,24.0,1,1,0,1,1,1,0,1,138.02608522069195,4,6,4,2,32
Victoria,2014-08-09,"Sydney, New South Wales, Australia",0.0,0.5,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,7,187,9,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.38,150.0,2.78705759231623,669.0,1,1,0,1,1,1,1,1,198.09007603821408,5,6,4,1,37
Apartments Plus,2018-11-21,AU,0.73,0.89,0,41.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,66,66,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1,22,22,0,0,0.05,150.0,0.5887715247088907,0.0,1,1,0,1,1,1,0,1,138.02608522069195,4,6,4,2,32
Dijana,2016-06-13,AU,0.86,0.75,0,1.0,1,0,8,5,5,90,1125,90,90,1125,1125,90,1125,1,3,7,7,7,6,2,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,1,0,0,0.26,650.0,25.995859068337253,462.0,1,1,0,0,1,1,1,1,255.97059136060957,5,3,4,3,26
Dan & Robert,2015-10-19,"New South Wales, Australia",1.0,0.99,1,6.0,1,1,2,1,3,3,1125,3,10,1125,1125,3,1125,1,0,0,1,271,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,10,10,0,0,0.14,206.0,18.09025641137157,315.0,0,1,1,1,1,1,1,1,157.98023595334942,4,6,4,4,34
Dan & Robert,2015-10-19,"New South Wales, Australia",1.0,0.99,1,6.0,1,1,2,1,3,3,1125,3,10,1125,1125,3,1125,1,12,31,32,302,2,1,0,3.5,3.0,4.5,5.0,4.5,3.0,3.0,1,10,10,0,0,0.1,202.0,18.27480224480797,364.0,0,1,1,1,1,1,1,1,157.98023595334942,4,6,4,4,34
Don & Rachel,2019-10-31,AU,1.0,0.89,0,0.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,91,10,5,2,4.6,4.7,4.2,5.0,4.8,4.7,5.0,0,2,0,2,0,0.4,45.0,5.919764560259092,728.0,1,1,0,0,1,1,1,1,130.27651821862347,2,4,3,2,17
Elizabeth,2014-12-28,"Avalon Beach, New South Wales, Australia",1.0,0.93,1,1.0,1,1,4,2,2,2,5,2,3,5,5,2,5,1,4,34,64,336,78,33,4,4.99,4.97,4.99,5.0,5.0,4.97,4.76,0,1,1,0,0,3.3,450.0,28.608694245812423,704.0,1,1,0,1,0,1,1,1,255.97059136060957,5,3,4,4,26
Jess,2018-04-01,"Sydney, New South Wales, Australia",1.0,0.81,0,6.0,1,1,5,3,5,1,1125,1,1,1125,1125,1,1125,1,0,1,1,54,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,6,2,4,0,0.12,60.0,9.276123369590154,0.0,1,1,0,0,1,1,1,1,77.14240568832707,2,2,3,4,4
Anna,2015-06-30,"New South Wales, Australia",1.0,0.0,0,1.0,1,1,2,1,1,90,365,90,90,365,365,90,365,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,193.0,1.6002199463887674,0.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,3,32
Cherie,2016-12-20,"Lilyfield, New South Wales, Australia",1.0,0.92,1,1.0,1,1,5,2,3,2,180,2,2,1125,1125,2,1125,1,7,7,33,305,77,43,6,4.88,4.94,4.96,4.97,4.97,4.82,4.86,0,1,1,0,0,3.09,102.0,39.88714342572346,743.0,1,1,1,1,1,1,1,1,98.00111073137388,5,6,4,4,25
Santiago,2012-05-19,"Sydney, New South Wales, Australia",1.0,1.0,0,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,4,4,4,4,26,0,0,4.62,4.81,4.73,4.85,4.92,4.81,4.65,0,1,0,1,0,1.04,60.0,3.4162060180800573,134.0,1,1,1,1,1,1,1,1,138.02608522069195,2,5,3,2,32
Meng (Karen),2019-11-07,AU,1.0,0.97,0,7.0,1,1,6,2,5,2,28,2,2,1125,1125,2,1125,1,0,0,6,6,11,2,0,4.27,4.45,4.55,4.55,4.45,4.73,4.45,1,7,4,3,0,0.47,298.0,25.432071590811233,534.0,1,1,0,1,1,1,1,1,59.821791320406284,4,6,4,4,11
Elaine,2011-03-27,"Manly, New South Wales, Australia",1.0,0.47,1,3.0,1,1,2,1,1,14,190,14,21,190,190,15,190,1,7,10,10,185,12,3,0,4.83,4.92,4.92,5.0,4.92,5.0,4.67,0,2,2,0,0,0.51,140.0,10.428729966138503,641.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,3,20
Jodi,2019-11-17,"Randwick, New South Wales, Australia",1.0,0.9,1,0.0,1,1,4,2,3,5,28,5,5,1125,1125,5,1125,1,14,44,68,68,23,4,0,4.86,4.95,4.95,4.82,4.95,4.86,4.77,0,1,1,0,0,0.93,250.0,6.18874530652484,484.0,0,1,0,1,1,1,1,1,135.26623842867315,5,6,4,3,27
Jessica,2015-12-02,Australia,0.0,1.0,0,2.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.05,38.0,4.801800046643124,0.0,1,1,1,1,1,1,1,1,93.51619733735731,2,4,3,1,21
Farah & Tazeem,2019-11-17,AU,1.0,1.0,1,2.0,1,0,2,1,1,1,1125,1,1,1125,1125,1,1125,1,4,4,34,35,12,10,3,4.83,5.0,4.92,4.92,5.0,5.0,4.92,0,1,0,1,0,0.49,55.0,33.29211105090735,736.0,0,1,0,0,1,1,1,1,56.881477544512364,2,6,3,4,3
Ivana,2018-10-02,"Cronulla, New South Wales, Australia",1.0,1.0,0,1.0,1,1,10,3,6,90,180,90,90,1125,1125,90,1125,1,6,36,66,341,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.13,200.0,21.220032619154885,18.0,1,1,0,1,1,1,1,1,138.67108953095203,4,6,4,4,31
Ambre And Matt,2014-01-01,"New South Wales, Australia",1.0,0.9,1,1.0,1,1,2,1,2,2,1125,2,3,1125,1125,2,1125,1,10,28,58,322,44,22,1,4.77,4.89,4.89,5.0,4.98,4.95,4.77,0,1,1,0,0,1.98,90.0,3.904494929031164,646.0,1,1,1,1,1,1,1,1,117.31939891873483,4,6,4,3,18
Beverley,2014-12-19,"New South Wales, Australia",1.0,0.92,1,0.0,1,1,2,1,1,1,3,1,1,3,3,1,3,1,6,12,38,98,50,21,1,4.96,4.96,5.0,4.98,5.0,4.8,4.76,0,1,1,0,0,2.09,265.0,30.887000793585397,692.0,1,1,0,0,0,1,1,1,255.97059136060957,5,6,4,4,26
Bonnie,2015-07-01,"Hurstville Grove, New South Wales, Australia",1.0,1.0,0,2.0,1,1,2,4,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,179,3,1,0,4.67,4.33,3.67,4.67,5.0,4.33,4.33,0,2,0,2,0,0.13,39.0,14.803126963281734,356.0,1,1,1,1,1,1,1,1,66.36538461538461,2,2,3,2,15
Julia,2015-08-02,"Berlin, Berlin, Germany",1.0,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,160.0,7.039403683188999,0.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
Nick And Helen,2019-04-17,"Avalon Beach, New South Wales, Australia",1.0,1.0,1,1.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,1,6,27,27,30,13,1,4.97,5.0,5.0,4.97,5.0,4.93,4.93,1,1,1,0,0,1.25,310.0,28.971803421972492,718.0,1,1,0,0,1,1,1,1,255.97059136060957,5,6,4,4,26
Johnny,2015-04-29,"Sydney, New South Wales, Australia",1.0,0.96,1,0.0,1,1,4,2,2,1,1125,1,14,200,1125,3,926,1,0,1,1,86,98,67,0,4.82,4.88,4.73,4.96,4.97,4.94,4.86,0,2,1,1,0,3.97,159.0,3.629554882481394,673.0,1,1,1,1,1,1,1,1,138.02608522069195,4,3,4,4,32
L'Abode Accommodation Specialist,2013-07-10,"Greens Beach, Tasmania, Australia",0.99,0.97,0,163.0,1,1,5,3,4,2,1125,2,30,1125,1125,8,1125,1,0,0,0,165,6,2,0,4.83,4.83,4.67,4.83,4.83,4.67,4.5,1,109,109,0,0,0.25,348.0,2.934094892035787,588.0,1,1,1,1,1,1,1,1,198.09007603821408,4,6,4,4,37
Gabriel HH,2016-10-24,"Sydney, New South Wales, Australia",1.0,1.0,0,40.0,1,1,4,2,3,2,180,2,5,180,180,2,180,1,0,0,16,16,34,17,0,4.65,4.71,4.56,4.88,4.85,5.0,4.68,1,40,40,0,0,1.37,376.0,6.586452562032559,561.0,1,1,1,1,1,1,1,1,183.21820800371313,4,1,4,4,35
Carole,2016-01-02,"Saint Ives Chase, New South Wales, Australia",1.0,0.83,1,1.0,1,1,2,1,2,1,3,1,2,3,3,1,3,1,0,3,27,280,37,18,3,4.97,5.0,5.0,4.97,4.97,5.0,4.78,0,1,1,0,0,1.59,205.0,26.0403581400412,693.0,1,1,1,1,0,1,1,1,255.97059136060957,5,6,4,4,26
Sam,2018-08-05,"New South Wales, Australia",1.0,0.99,0,4.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,5,16,46,321,33,18,0,4.42,4.7,4.52,4.76,4.79,4.79,4.48,1,4,4,0,0,1.35,52.0,2.4762708867993166,696.0,0,1,0,0,1,1,1,0,138.02608522069195,4,6,4,4,32
Francesca,2016-06-03,"Brighton-Le-Sands, New South Wales, Australia",1.0,0.99,0,1.0,1,1,6,3,4,2,1055,2,2,1055,1055,2,1055,1,10,34,35,35,38,17,1,4.68,4.68,4.87,4.95,4.82,4.84,4.82,0,2,2,0,0,1.6,280.0,11.133007839084927,706.0,1,1,0,1,1,1,1,1,75.42923051573571,5,6,4,3,28
Matt,2015-02-14,"New South Wales, Australia",0.5,1.0,0,2.0,1,1,4,1,2,2,1125,2,2,1125,1125,2,1125,1,2,7,37,183,5,2,0,4.6,4.8,4.6,5.0,4.8,5.0,5.0,0,1,1,0,0,0.2,158.0,4.161966802780737,509.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,2,35
L'Abode Accommodation Specialist,2013-07-10,"Greens Beach, Tasmania, Australia",0.99,0.97,0,163.0,1,1,6,3,4,5,1125,5,7,1125,1125,7,1125,1,1,1,1,1,1,0,0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,1,109,109,0,0,0.04,1186.0,6.771356061172685,0.0,1,1,1,1,1,1,1,1,183.21820800371313,5,3,4,4,35
Anneke,2013-11-19,"Sydney, New South Wales, Australia",0.0,0.8164300559552359,0,4.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,4,1,3,0,0.04,99.0,1.7774074874773138,0.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,1,32
Alexandro,2018-05-28,"St Peters, New South Wales, Australia",1.0,0.99,0,9.0,1,1,4,2,2,2,1125,2,5,1125,1125,2,1125,1,0,0,0,0,5,0,0,3.4,3.6,4.0,4.8,4.0,4.6,3.0,1,7,7,0,0,0.21,138.0,1.4500018782164215,80.0,1,1,0,0,1,1,1,1,138.02608522069195,5,6,4,4,32
First Hand,2018-01-10,"Tamarama, New South Wales, Australia",0.93,0.88,0,8.0,1,1,5,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,0,49,49,0,0,0.13,250.0,6.859676987593086,11.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
Victoria,2016-11-18,"New South Wales, Australia",1.0,0.94,0,1.0,1,1,3,1,2,7,1125,7,7,1125,1125,7,1125,1,0,0,0,0,58,18,5,4.84,4.9,4.95,4.88,4.95,4.86,4.86,0,1,1,0,0,2.35,88.0,20.61671088188264,726.0,1,1,0,0,1,1,1,1,138.67108953095203,4,6,4,4,31
Lucky,2019-11-19,AU,0.0,0.8164300559552359,0,0.0,1,0,4,1,2,90,1125,90,90,1125,1125,90,1125,1,15,45,75,165,10,0,0,4.8,5.0,5.0,4.7,5.0,4.6,4.9,1,1,1,0,0,0.42,122.0,27.35134724529156,52.0,1,1,0,0,1,1,1,1,83.85829030407344,4,6,4,1,19
Paul,2016-08-21,"New South Wales, Australia",1.0,0.73,0,5.0,1,1,1,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,91,6,3,1,4.5,4.17,3.83,5.0,5.0,4.67,4.67,1,6,0,6,0,0.26,32.0,22.29721172146188,656.0,1,1,1,1,1,1,1,1,129.87171912486124,2,3,3,4,13
Andrea,2015-05-13,"Bundall, Queensland, Australia",1.0,0.98,0,29.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,0,0,0,0,3,0,0,5.0,4.67,4.67,5.0,5.0,5.0,4.33,1,16,16,0,0,0.12,119.0,1.702879230128659,77.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Sabrina,2018-01-01,"Brighton-Le-Sands, New South Wales, Australia",1.0,0.8164300559552359,0,2.0,1,1,4,2,1,5,1125,5,5,1125,1125,5,1125,1,0,0,0,41,2,0,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,1,1,1,0,0,0.09,90.0,11.007072484908743,10.0,1,1,0,1,1,1,1,0,75.42923051573571,4,3,4,4,28
Jill,2019-11-21,"Auburn, New South Wales, Australia",1.0,1.0,0,0.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,19,49,79,169,4,0,0,5.0,5.0,4.67,5.0,5.0,3.67,5.0,0,1,1,0,0,0.16,91.0,17.327293123099277,77.0,0,1,0,1,1,1,1,1,103.1286317058469,5,6,4,3,1
Safal,2019-11-21,"Homebush, New South Wales, Australia",1.0,0.96,1,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,72,35,0,4.88,4.94,4.89,4.97,4.99,4.83,4.86,0,1,0,1,0,2.93,48.0,11.575010601900948,697.0,1,1,0,1,1,1,1,1,62.0703125,2,4,3,3,30
Guest Realty,2015-07-14,"New South Wales, Australia",1.0,0.97,0,17.0,1,1,6,3,3,1,365,4,7,365,365,6,365,1,2,26,27,27,10,5,0,4.6,4.7,4.6,4.9,4.7,4.8,4.5,0,14,14,0,0,0.44,395.0,7.529022150993206,489.0,1,1,1,1,1,1,0,1,93.51619733735731,5,3,4,4,21
Jill,2019-06-19,"Palm Beach, New South Wales, Australia",1.0,0.79,1,11.0,1,1,6,3,4,2,21,2,7,21,28,2,21,1,10,29,59,324,16,8,1,4.88,5.0,4.94,5.0,5.0,4.81,4.38,0,11,11,0,0,0.67,750.0,31.528879974832627,687.0,1,1,0,0,0,1,1,1,255.97059136060957,5,3,4,3,26
Shirley,2019-11-21,AU,0.0,0.8164300559552359,0,0.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,90,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,1,0,1,0,0.04,65.0,24.39242074820214,0.0,1,1,0,0,1,1,1,1,114.50185185185185,2,4,3,1,33
Guy,2014-03-31,"Sydney, New South Wales, Australia",1.0,0.92,1,1.0,1,1,1,1,1,28,60,28,28,60,60,28,60,1,29,59,64,64,3,1,0,5.0,4.67,4.33,4.67,5.0,5.0,4.67,0,2,2,0,0,0.14,60.0,4.99968287720392,304.0,1,1,1,1,1,1,1,1,93.51619733735731,4,6,4,3,21
Lisa,2019-05-01,"Bellevue Hill, New South Wales, Australia",1.0,0.8164300559552359,1,1.0,1,1,10,5,7,4,180,4,4,1125,1125,4,1125,1,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.09,6000.0,5.268022732166908,33.0,1,1,0,1,1,1,1,1,198.09007603821408,5,3,4,4,37
First Hand,2018-01-10,"Tamarama, New South Wales, Australia",0.93,0.88,0,8.0,1,1,5,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,0,49,49,0,0,0.04,250.0,6.713789116132007,0.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
First Hand,2018-01-10,"Tamarama, New South Wales, Australia",0.93,0.88,0,8.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,7,3,0,4.43,4.29,4.29,4.71,4.86,4.71,4.43,0,49,49,0,0,0.29,250.0,6.552660966934138,379.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
First Hand,2018-01-10,"Tamarama, New South Wales, Australia",0.93,0.88,0,8.0,1,1,4,2,3,90,1125,90,90,1125,1125,90,1125,1,0,6,6,6,5,4,0,4.4,4.6,4.2,5.0,4.8,4.6,3.8,0,49,49,0,0,0.21,250.0,6.633507866743389,542.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
Christine,2016-12-21,"Bella Vista, New South Wales, Australia",0.91,0.67,0,2.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,23,53,83,84,14,7,2,4.36,4.36,4.5,4.71,4.57,4.43,4.64,0,10,0,10,0,0.56,20.0,26.53560810213369,742.0,1,1,0,0,1,1,1,1,114.50185185185185,2,2,3,3,33
陈孟省,2019-11-22,"Banksia, New South Wales, Australia",1.0,0.88,0,4.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,20,50,80,355,17,2,0,4.53,4.65,4.12,4.88,4.76,4.65,4.41,0,4,1,3,0,0.7,75.0,11.252541566953132,690.0,0,1,0,1,1,1,1,0,75.42923051573571,5,6,4,4,28
Norman,2016-07-31,"Sydney, New South Wales, Australia",1.0,0.95,1,3.0,1,1,3,1,2,4,1125,1,30,1125,1125,10,1125,1,2,10,19,107,56,28,5,4.82,4.86,4.7,4.96,4.88,4.84,4.64,1,3,3,0,0,2.32,126.0,5.726354034268296,709.0,1,1,1,0,1,0,1,1,183.21820800371313,4,6,4,4,35
Jeanine,2017-10-21,"Newport, New South Wales, Australia",1.0,0.0,0,0.0,1,0,5,2,4,90,1125,90,90,1125,1125,90,1125,1,1,1,1,180,3,0,0,4.67,4.33,4.67,5.0,5.0,4.67,4.33,0,1,1,0,0,0.13,300.0,25.247227420475525,30.0,1,1,0,0,1,1,1,1,255.97059136060957,5,6,4,2,26
Kim,2019-11-22,AU,1.0,0.98,0,0.0,1,1,6,3,4,1,1125,1,1,1125,1125,1,1125,1,5,29,54,316,48,20,0,4.79,4.88,4.71,4.96,4.92,4.77,4.88,0,1,1,0,0,2.06,153.0,19.736186684271274,652.0,1,1,0,1,1,0,1,1,65.60103896103895,5,3,4,4,2
Yifan,2019-04-30,"Sydney, New South Wales, Australia",0.0,0.0,0,0.0,1,0,4,1,2,90,1125,90,90,1125,1125,90,1125,1,27,57,87,88,5,0,0,4.8,4.8,4.2,4.8,4.8,5.0,4.8,0,1,1,0,0,0.21,100.0,8.485222942273086,74.0,0,1,0,0,1,1,1,1,100.7890625,4,6,4,1,36
Michael,2015-04-28,"Sydney, New South Wales, Australia",1.0,0.0,0,1.0,1,1,8,4,6,90,1125,90,90,1125,1125,90,1125,1,1,1,2,2,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.04,300.0,1.8776803924232477,0.0,1,1,1,1,1,1,1,1,117.31939891873483,5,3,4,3,18
Beaches BnB Management: Sue,2018-02-13,"Frenchs Forest, New South Wales, Australia",1.0,0.94,1,14.0,1,1,6,3,4,3,45,3,3,45,45,3,45,1,6,8,8,8,30,10,2,4.77,4.93,4.7,4.77,4.8,5.0,4.6,0,9,9,0,0,1.26,601.0,10.107430919331742,702.0,1,1,0,0,1,1,1,1,192.27598747261771,4,6,4,4,20
Jamie,2012-06-17,"Bondi Beach, New South Wales, Australia",0.9,0.9,1,2.0,1,1,4,2,2,5,1125,5,5,1125,1125,5,1125,1,11,28,51,51,33,17,1,4.91,4.88,4.94,4.97,4.97,5.0,4.73,0,2,2,0,0,1.36,250.0,0.7558415746415679,717.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Sarah-Anne,2016-05-04,"Sydney, New South Wales, Australia",0.6,0.44,0,1.0,1,1,3,2,2,90,100,90,90,100,100,90,100,1,21,22,22,88,6,3,0,5.0,5.0,4.67,5.0,5.0,4.83,4.83,0,1,1,0,0,0.25,115.0,5.0746320508891625,525.0,1,1,0,1,1,1,1,1,198.09007603821408,4,6,4,2,37
Bonnie,2015-07-01,"Hurstville Grove, New South Wales, Australia",1.0,1.0,0,2.0,1,1,2,4,1,90,1125,90,90,1125,1125,90,1125,1,28,58,88,89,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.08,39.0,14.665543234152477,181.0,1,1,1,1,1,1,1,1,66.36538461538461,2,2,3,2,15
Sam,2018-08-05,"New South Wales, Australia",1.0,0.99,0,4.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,180,17,0,0,4.59,4.82,4.76,4.94,4.82,4.88,4.76,1,4,4,0,0,0.69,73.0,2.503680903303295,127.0,0,1,0,0,1,1,1,0,138.02608522069195,4,6,4,4,32
Stephane,2018-02-17,"Balmain, New South Wales, Australia",1.0,0.83,1,0.0,1,1,4,2,2,5,180,5,5,180,180,5,180,1,2,8,38,206,24,10,2,4.92,4.96,4.92,4.96,5.0,5.0,4.63,0,1,1,0,0,1.01,285.0,10.36797854452559,699.0,1,1,0,1,1,1,1,1,192.27598747261771,4,6,4,3,20
James,2016-07-06,"New South Wales, Australia",0.0,0.0,0,0.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,23,53,83,84,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,165.0,1.428306593702718,0.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,1,32
Harvey,2014-07-10,AU,1.0,0.97,1,5.0,1,1,2,1,2,1,1125,1,2,1125,1125,1,1125,1,22,52,75,75,10,3,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,1,4,0,4,0,0.42,168.0,1.9205660887913012,506.0,1,1,1,0,1,1,1,1,138.02608522069195,4,6,3,4,32
The Scout Group,2015-09-09,"Sydney, New South Wales, Australia",0.6,0.32,0,27.0,1,1,5,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,26,26,0,0,0.04,446.0,9.727343316898828,0.0,1,1,1,1,1,1,1,1,192.27598747261771,4,3,4,2,20
